S,mean_acc_[M0],current_acc_[M0],training_time_[M0],testing_time_[M0],total_running_time_[M0],model_size_[M0]
26379,0.607888,0.600000,78.453859,72.225406,150.679265,335.782227
26389,0.607998,0.900000,78.483402,72.253311,150.736713,335.782227
26399,0.607995,0.600000,78.511905,72.280226,150.792131,335.782227
26409,0.608068,0.800000,78.547054,72.311925,150.858979,335.782227
26419,0.608065,0.600000,78.584417,72.345369,150.929785,335.782227
26429,0.608138,0.800000,78.617613,72.377969,150.995582,335.782227
26439,0.608059,0.400000,78.649110,72.408171,151.057282,335.782227
26449,0.608132,0.800000,78.681272,72.436839,151.118111,335.782227
26459,0.608166,0.700000,78.719187,72.471986,151.191173,335.782227
26469,0.608012,0.200000,78.751775,72.501755,151.253530,335.782227
26479,0.608122,0.900000,78.788177,72.532602,151.320779,336.836914
26489,0.608233,0.900000,78.819783,72.562091,151.381874,335.782227
26499,0.608267,0.700000,78.851382,72.592449,151.443830,335.782227
26509,0.608377,0.900000,78.896669,72.632044,151.528713,335.782227
26519,0.608261,0.300000,78.925321,72.658830,151.584152,335.782227
26529,0.608258,0.600000,78.953786,72.685457,151.639243,335.782227
26539,0.608217,0.500000,78.992881,72.717767,151.710648,337.094727
26549,0.608289,0.800000,79.039073,72.759343,151.798417,336.040039
26559,0.608324,0.700000,79.070839,72.788317,151.859156,335.782227
26569,0.608358,0.700000,79.102885,72.815798,151.918683,335.782227
26579,0.608431,0.800000,79.140236,72.849768,151.990004,335.782227
26589,0.608465,0.700000,79.170452,72.877868,152.048320,335.782227
26599,0.608499,0.700000,79.195903,72.902140,152.098043,335.782227
26609,0.608421,0.400000,79.233806,72.934680,152.168486,336.836914
26619,0.608418,0.600000,79.265954,72.963634,152.229588,336.084961
26629,0.608452,0.700000,79.297267,72.993978,152.291245,336.084961
26639,0.608412,0.500000,79.327875,73.021124,152.348998,336.084961
26649,0.608446,0.700000,79.370057,73.060132,152.430189,336.084961
26659,0.608480,0.700000,79.402184,73.090627,152.492810,336.084961
26669,0.608477,0.600000,79.439031,73.121738,152.560769,338.194336
26679,0.608511,0.700000,79.469313,73.150527,152.619839,336.084961
26689,0.608583,0.800000,79.502335,73.181601,152.683936,336.084961
26699,0.608543,0.500000,79.536880,73.209979,152.746859,336.084961
26709,0.608577,0.700000,79.578941,73.249511,152.828452,336.084961
26719,0.608574,0.600000,79.607627,73.276614,152.884241,336.084961
26729,0.608533,0.500000,79.637835,73.303156,152.940991,336.084961
26739,0.608380,0.200000,79.676357,73.340848,153.017205,336.084961
26749,0.608377,0.600000,79.704925,73.367673,153.072598,336.084961
26759,0.608411,0.700000,79.734656,73.395280,153.129936,336.084961
26769,0.608408,0.600000,79.767220,73.424372,153.191592,336.084961
26779,0.608480,0.800000,79.795908,73.452154,153.248062,336.084961
26789,0.608439,0.500000,79.826810,73.481504,153.308314,336.084961
26799,0.608436,0.600000,79.862386,73.512714,153.375100,338.194336
26809,0.608396,0.500000,79.894506,73.541365,153.435871,336.084961
26819,0.608430,0.700000,79.930675,73.575346,153.506021,336.084961
26829,0.608501,0.800000,79.964256,73.605037,153.569293,336.084961
26839,0.608572,0.800000,80.000130,73.636781,153.636912,336.084961
26849,0.608607,0.700000,80.029283,73.664422,153.693704,336.084961
26859,0.608566,0.500000,80.062146,73.695063,153.757209,338.194336
26869,0.608600,0.700000,80.091338,73.722947,153.814285,336.084961
26879,0.608634,0.700000,80.122579,73.753474,153.876053,336.084961
26889,0.608705,0.800000,80.152925,73.780751,153.933676,336.084961
26899,0.608665,0.500000,80.184155,73.809182,153.993337,336.084961
26909,0.608662,0.600000,80.225201,73.848108,154.073309,336.084961
26919,0.608621,0.500000,80.258096,73.877847,154.135942,336.084961
26929,0.608655,0.700000,80.298201,73.913163,154.211364,338.194336
26939,0.608801,1.000000,80.340979,73.953103,154.294081,336.084961
26949,0.608834,0.700000,80.372075,73.982078,154.354153,336.084961
26959,0.608757,0.400000,80.415032,74.018925,154.433957,336.084961
26969,0.608791,0.700000,80.443097,74.045319,154.488416,336.084961
26979,0.608899,0.900000,80.481007,74.079874,154.560881,336.084961
26989,0.608970,0.800000,80.511288,74.107844,154.619132,338.194336
26999,0.609003,0.700000,80.541197,74.136011,154.677208,336.084961
27009,0.608926,0.400000,80.572572,74.166242,154.738814,336.084961
27019,0.608886,0.500000,80.606755,74.197400,154.804155,336.084961
27029,0.608956,0.800000,80.640470,74.228293,154.868763,336.084961
27039,0.608953,0.600000,80.670709,74.257390,154.928099,336.084961
27049,0.608765,0.100000,80.702300,74.287151,154.989451,336.084961
27059,0.608688,0.400000,80.741075,74.325700,155.066774,336.084961
27069,0.608721,0.700000,80.778597,74.361806,155.140403,336.084961
27079,0.608755,0.700000,80.813027,74.393917,155.206944,336.084961
27089,0.608752,0.600000,80.852028,74.428371,155.280399,336.084961
27099,0.608822,0.800000,80.889455,74.466204,155.355659,336.084961
27109,0.608893,0.800000,80.922867,74.497272,155.420139,336.084961
27119,0.608927,0.700000,80.964147,74.534835,155.498982,338.194336
27129,0.608997,0.800000,81.001270,74.569155,155.570425,336.084961
27139,0.609104,0.900000,81.033144,74.598426,155.631571,336.084961
27149,0.608917,0.100000,81.064652,74.627014,155.691666,336.084961
27159,0.608840,0.400000,81.093582,74.655984,155.749566,336.084961
27169,0.608873,0.700000,81.124985,74.685999,155.810984,336.084961
27179,0.608907,0.700000,81.161309,74.719664,155.880974,338.194336
27189,0.608904,0.600000,81.205146,74.760698,155.965844,336.084961
27199,0.608974,0.800000,81.237524,74.791750,156.029274,336.084961
27209,0.608897,0.400000,81.268435,74.819014,156.087449,336.084961
27219,0.608820,0.400000,81.297843,74.846101,156.143944,336.084961
27229,0.608780,0.500000,81.327671,74.873499,156.201169,336.084961
27239,0.608851,0.800000,81.356124,74.900416,156.256540,336.084961
27249,0.608774,0.400000,81.386649,74.927628,156.314277,338.194336
27259,0.608734,0.500000,81.420516,74.958947,156.379463,336.084961
27269,0.608877,1.000000,81.454954,74.992631,156.447585,336.084961
27279,0.608911,0.700000,81.489745,75.022878,156.512624,336.084961
27289,0.608908,0.600000,81.524544,75.053135,156.577679,336.084961
27299,0.608904,0.600000,81.554927,75.082237,156.637164,336.084961
27309,0.608938,0.700000,81.585590,75.109641,156.695230,338.194336
27319,0.608934,0.600000,81.619674,75.142142,156.761816,336.084961
27329,0.608895,0.500000,81.656500,75.179191,156.835691,336.084961
27339,0.608818,0.400000,81.700214,75.220070,156.920284,336.084961
27349,0.608888,0.800000,81.728481,75.246779,156.975259,336.084961
27359,0.608848,0.500000,81.757117,75.273641,157.030758,336.084961
27369,0.608955,0.900000,81.793717,75.303556,157.097273,336.084961
27379,0.608878,0.400000,81.832930,75.339847,157.172777,336.084961
27389,0.608948,0.800000,81.864280,75.369260,157.233540,336.084961
27399,0.608981,0.700000,81.892862,75.396360,157.289222,336.084961
27409,0.608942,0.500000,81.935243,75.434633,157.369876,336.084961
27419,0.609048,0.900000,81.968716,75.467620,157.436337,336.084961
27429,0.608972,0.400000,82.004053,75.500566,157.504618,336.084961
27439,0.608968,0.600000,82.044855,75.539596,157.584452,338.428711
27449,0.608929,0.500000,82.090293,75.582648,157.672941,336.342773
27459,0.608780,0.200000,82.120692,75.611453,157.732145,336.084961
27469,0.608667,0.300000,82.151256,75.637901,157.789156,336.084961
27479,0.608700,0.700000,82.179698,75.664859,157.844557,336.084961
27489,0.608661,0.500000,82.212189,75.696237,157.908426,336.084961
27499,0.608694,0.700000,82.243118,75.723004,157.966122,338.194336
27509,0.608691,0.600000,82.271835,75.749847,158.021682,336.084961
27519,0.608688,0.600000,82.304253,75.779462,158.083715,336.084961
27529,0.608612,0.400000,82.335603,75.806619,158.142221,336.084961
27539,0.608609,0.600000,82.367867,75.837659,158.205526,336.084961
27549,0.608678,0.800000,82.406871,75.872812,158.279684,336.084961
27559,0.608748,0.800000,82.439604,75.902394,158.341998,336.084961
27569,0.608745,0.600000,82.470536,75.929692,158.400229,338.194336
27579,0.608633,0.300000,82.504688,75.962693,158.467381,336.084961
27589,0.608702,0.800000,82.535116,75.991934,158.527051,336.084961
27599,0.608626,0.400000,82.574195,76.026726,158.600921,336.084961
27609,0.608659,0.700000,82.602812,76.053357,158.656169,336.084961
27619,0.608693,0.700000,82.631498,76.080342,158.711840,336.084961
27629,0.608689,0.600000,82.669877,76.113477,158.783354,338.194336
27639,0.608722,0.700000,82.698101,76.139954,158.838055,336.084961
27649,0.608683,0.500000,82.726845,76.166772,158.893618,336.084961
27659,0.608825,1.000000,82.768006,76.202970,158.970976,336.084961
27669,0.608858,0.700000,82.811437,76.244896,159.056333,336.084961
27679,0.608854,0.600000,82.843131,76.274289,159.117420,336.084961
27689,0.608743,0.300000,82.881760,76.309707,159.191468,336.084961
27699,0.608704,0.500000,82.914625,76.339005,159.253630,336.084961
27709,0.608700,0.600000,82.948972,76.372826,159.321798,336.084961
27719,0.608733,0.700000,82.984723,76.406364,159.391087,336.084961
27729,0.608730,0.600000,83.016152,76.433740,159.449892,336.084961
27739,0.608691,0.500000,83.047303,76.463269,159.510571,336.084961
27749,0.608616,0.400000,83.080823,76.495117,159.575940,336.084961
27759,0.608613,0.600000,83.113992,76.526578,159.640570,338.194336
27769,0.608646,0.700000,83.143109,76.553819,159.696928,336.084961
27779,0.608570,0.400000,83.175823,76.584884,159.760707,336.084961
27789,0.608567,0.600000,83.218854,76.624426,159.843280,336.084961
27799,0.608600,0.700000,83.251819,76.654150,159.905969,336.084961
27809,0.608705,0.900000,83.285971,76.686998,159.972970,336.084961
27819,0.608738,0.700000,83.321761,76.719399,160.041160,338.194336
27829,0.608699,0.500000,83.350061,76.746148,160.096209,336.084961
27839,0.608732,0.700000,83.378897,76.773313,160.152210,336.084961
27849,0.608764,0.700000,83.418397,76.807876,160.226273,336.084961
27859,0.608761,0.600000,83.460723,76.846622,160.307345,336.084961
27869,0.608686,0.400000,83.494359,76.880432,160.374791,336.084961
27879,0.608755,0.800000,83.532476,76.915469,160.447945,336.084961
27889,0.608752,0.600000,83.569663,76.948667,160.518330,338.194336
27899,0.608713,0.500000,83.603809,76.981570,160.585379,336.084961
27909,0.608710,0.600000,83.635227,77.011769,160.646996,336.084961
27919,0.608707,0.600000,83.669048,77.042054,160.711102,336.084961
27929,0.608703,0.600000,83.697004,77.068364,160.765368,336.084961
27939,0.608808,0.900000,83.729442,77.100046,160.829488,336.084961
27949,0.608805,0.600000,83.775536,77.142200,160.917736,338.194336
27959,0.608766,0.500000,83.808860,77.177144,160.986004,336.084961
27969,0.608763,0.600000,83.850277,77.215528,161.065804,336.084961
27979,0.608831,0.800000,83.886407,77.245974,161.132380,336.084961
27989,0.608792,0.500000,83.922125,77.279131,161.201255,336.084961
27999,0.608896,0.900000,83.961695,77.314649,161.276344,336.084961
28009,0.608929,0.700000,84.001195,77.347317,161.348511,336.084961
28019,0.608997,0.800000,84.036638,77.381481,161.418118,336.084961
28029,0.608887,0.300000,84.075446,77.417881,161.493327,336.084961
28039,0.608848,0.500000,84.108431,77.448626,161.557057,336.084961
28049,0.608809,0.500000,84.146082,77.481115,161.627197,336.084961
28059,0.608734,0.400000,84.179758,77.513890,161.693649,336.084961
28069,0.608553,0.100000,84.221192,77.553327,161.774519,336.084961
28079,0.608514,0.500000,84.256305,77.583551,161.839856,338.194336
28089,0.608583,0.800000,84.295228,77.620096,161.915324,336.084961
28099,0.608651,0.800000,84.324059,77.646975,161.971035,336.084961
28109,0.608612,0.500000,84.369850,77.684559,162.054409,336.084961
28119,0.608573,0.500000,84.413565,77.724319,162.137884,336.084961
28129,0.608535,0.500000,84.441993,77.751022,162.193015,336.084961
28139,0.608532,0.600000,84.486065,77.788916,162.274981,338.194336
28149,0.608600,0.800000,84.518545,77.819490,162.338035,336.084961
28159,0.608526,0.400000,84.555644,77.853348,162.408993,336.084961
28169,0.608452,0.400000,84.594590,77.888429,162.483019,336.084961
28179,0.608484,0.700000,84.632295,77.921853,162.554148,336.084961
28189,0.608446,0.500000,84.675561,77.960300,162.635862,336.084961
28199,0.608478,0.700000,84.709185,77.991054,162.700239,336.084961
28209,0.608546,0.800000,84.744127,78.022314,162.766441,338.194336
28219,0.608472,0.400000,84.782396,78.057043,162.839439,336.084961
28229,0.608434,0.500000,84.826457,78.097995,162.924452,336.084961
28239,0.608431,0.600000,84.865456,78.132273,162.997728,336.084961
28249,0.608428,0.600000,84.896848,78.162377,163.059225,336.084961
28259,0.608460,0.700000,84.928534,78.193034,163.121569,336.084961
28269,0.608422,0.500000,84.966977,78.227738,163.194715,338.194336
28279,0.608383,0.500000,84.999231,78.257073,163.256305,336.084961
28289,0.608451,0.800000,85.032167,78.287741,163.319908,336.084961
28299,0.608554,0.900000,85.073947,78.323864,163.397811,336.084961
28309,0.608481,0.400000,85.105922,78.354595,163.460517,336.084961
28319,0.608442,0.500000,85.139113,78.385969,163.525082,336.084961
28329,0.608475,0.700000,85.172674,78.415726,163.588401,336.084961
28339,0.608472,0.600000,85.214490,78.454218,163.668708,336.342773
28349,0.608433,0.500000,85.249651,78.485974,163.735625,336.342773
28359,0.608466,0.700000,85.284462,78.518663,163.803125,336.084961
28369,0.608533,0.800000,85.323117,78.553159,163.876276,336.084961
28379,0.608495,0.500000,85.359125,78.588530,163.947655,336.084961
28389,0.608492,0.600000,85.389417,78.618358,164.007774,336.084961
28399,0.608524,0.700000,85.419990,78.645091,164.065082,338.194336
28409,0.608521,0.600000,85.449305,78.672096,164.121402,336.084961
28419,0.608589,0.800000,85.486531,78.706452,164.192983,336.084961
28429,0.608550,0.500000,85.518681,78.738112,164.256793,336.084961
28439,0.608688,1.000000,85.556122,78.772287,164.328408,336.084961
28449,0.608720,0.700000,85.591247,78.804830,164.396077,336.084961
28459,0.608682,0.500000,85.627617,78.837278,164.464895,338.194336
28469,0.608573,0.300000,85.656820,78.866197,164.523017,336.084961
28479,0.608500,0.400000,85.690937,78.897035,164.587971,336.084961
28489,0.608603,0.900000,85.732788,78.934133,164.666920,336.084961
28499,0.608564,0.500000,85.767952,78.965870,164.733822,336.084961
28509,0.608596,0.700000,85.804966,79.000843,164.805809,336.084961
28519,0.608629,0.700000,85.836825,79.030520,164.867345,336.084961
28529,0.608520,0.300000,85.869772,79.057971,164.927742,338.194336
28539,0.608587,0.800000,85.901598,79.088751,164.990348,336.084961
28549,0.608514,0.400000,85.933067,79.118169,165.051236,336.084961
28559,0.608511,0.600000,85.975230,79.153973,165.129204,336.084961
28569,0.608438,0.400000,86.009036,79.184871,165.193908,336.084961
28579,0.608505,0.800000,86.039568,79.211681,165.251249,336.084961
28589,0.608502,0.600000,86.085017,79.250906,165.335923,338.194336
28599,0.608464,0.500000,86.115752,79.281636,165.397388,336.084961
28609,0.608531,0.800000,86.149468,79.313135,165.462603,336.084961
28619,0.608563,0.700000,86.180133,79.340062,165.520195,336.084961
28629,0.608595,0.700000,86.215589,79.374278,165.589867,336.084961
28639,0.608662,0.800000,86.256970,79.414520,165.671490,336.084961
28649,0.608624,0.500000,86.290537,79.447658,165.738194,336.084961
28659,0.608586,0.500000,86.322523,79.476643,165.799166,336.084961
28669,0.608548,0.500000,86.352618,79.504987,165.857604,336.098633
28679,0.608441,0.300000,86.393968,79.544229,165.938197,336.098633
28689,0.608368,0.400000,86.433316,79.577356,166.010671,336.098633
28699,0.608365,0.600000,86.462118,79.604356,166.066473,336.098633
28709,0.608362,0.600000,86.491894,79.632814,166.124707,336.098633
28719,0.608325,0.500000,86.531879,79.668602,166.200481,338.208008
28729,0.608287,0.500000,86.564996,79.699984,166.264980,336.098633
28739,0.608354,0.800000,86.601304,79.733726,166.335030,336.098633
28749,0.608455,0.900000,86.643651,79.770595,166.414246,336.098633
28759,0.608452,0.600000,86.680308,79.804913,166.485220,336.098633
28769,0.608449,0.600000,86.719637,79.841439,166.561076,336.098633
28779,0.608481,0.700000,86.755057,79.872854,166.627912,338.208008
28789,0.608548,0.800000,86.784279,79.900517,166.684796,336.098633
28799,0.608579,0.700000,86.813081,79.927692,166.740773,336.098633
28809,0.608542,0.500000,86.849433,79.961518,166.810951,336.098633
28819,0.608539,0.600000,86.878678,79.990075,166.868752,336.098633
28829,0.608501,0.500000,86.909756,80.018703,166.928459,336.098633
28839,0.608429,0.400000,86.950920,80.056869,167.007790,336.098633
28849,0.608460,0.700000,86.995236,80.096072,167.091308,338.208008
28859,0.608458,0.600000,87.023955,80.123220,167.147175,336.098633
28869,0.608524,0.800000,87.059001,80.156391,167.215391,336.098633
